date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:34	22898/22898	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c1-5972%22	https://demo.kitthemes.com/html/rentnow/about.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/about.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:34	16365/16365	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c9-3fed%22	https://demo.kitthemes.com/html/rentnow/fullwidth.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/fullwidth.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:34	21499/21499	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544cc-53fb%22	https://demo.kitthemes.com/html/rentnow/right-sidebar.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/right-sidebar.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:35	21532/21532	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544cb-541c%22	https://demo.kitthemes.com/html/rentnow/left-sidebar.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/left-sidebar.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:35	17344/17344	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c8-43c0%22	https://demo.kitthemes.com/html/rentnow/faq.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/faq.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:35	13542/13542	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c1-34e6%22	https://demo.kitthemes.com/html/rentnow/404.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/404.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:36	14825/14825	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c9-39e9%22	https://demo.kitthemes.com/html/rentnow/gallery-col-2.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/gallery-col-2.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:36	15731/15731	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544ca-3d73%22	https://demo.kitthemes.com/html/rentnow/gallery-col-3.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/gallery-col-3.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:36	16703/16703	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544ca-413f%22	https://demo.kitthemes.com/html/rentnow/gallery-col-4.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/gallery-col-4.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:36	21267/21267	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544cc-5313%22	https://demo.kitthemes.com/html/rentnow/service.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/service.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:37	25021/25021	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c3-61bd%22	https://demo.kitthemes.com/html/rentnow/blog.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/blog.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:37	29737/29737	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c2-7429%22	https://demo.kitthemes.com/html/rentnow/blog-grid.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/blog-grid.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:37	29567/29567	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c2-737f%22	https://demo.kitthemes.com/html/rentnow/blog-grid-sidebar.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/blog-grid-sidebar.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:38	27133/27133	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c3-69fd%22	https://demo.kitthemes.com/html/rentnow/blog-single.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/blog-single.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:38	17320/17320	---MCZ	200	added ('OK')	text/html	etag:W/%225c7544c7-43a8%22	https://demo.kitthemes.com/html/rentnow/contact.html	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/contact.html	(from https://demo.kitthemes.com/html/rentnow/)
12:16:39	213492/213492	---M--	200	added ('OK')	image/jpeg	etag:%225c754570-341f4%22	https://demo.kitthemes.com/html/rentnow/assets/images/slide1.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/slide1.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:39	253238/253238	---M--	200	added ('OK')	image/jpeg	etag:%225c754572-3dd36%22	https://demo.kitthemes.com/html/rentnow/assets/images/slide2.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/slide2.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:40	21628/21628	---M--	200	added ('OK')	image/jpeg	etag:%225c754505-547c%22	https://demo.kitthemes.com/html/rentnow/assets/images/car-1.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/car-1.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:40	444431/444431	---M--	200	added ('OK')	image/jpeg	etag:%225c754578-6c80f%22	https://demo.kitthemes.com/html/rentnow/assets/images/slide3.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/slide3.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:40	21886/21886	---M--	200	added ('OK')	image/jpeg	etag:%225c754508-557e%22	https://demo.kitthemes.com/html/rentnow/assets/images/car-2.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/car-2.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:40	22061/22061	---M--	200	added ('OK')	image/jpeg	etag:%225c75450a-562d%22	https://demo.kitthemes.com/html/rentnow/assets/images/car-3.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/car-3.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:40	23148/23148	---M--	200	added ('OK')	image/jpeg	etag:%225c75450b-5a6c%22	https://demo.kitthemes.com/html/rentnow/assets/images/car-4.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/car-4.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:41	15429/15429	---M--	200	added ('OK')	image/jpeg	etag:%225c75450f-3c45%22	https://demo.kitthemes.com/html/rentnow/assets/images/car-7.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/car-7.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:41	24028/24028	---M--	200	added ('OK')	image/jpeg	etag:%225c754510-5ddc%22	https://demo.kitthemes.com/html/rentnow/assets/images/car-8.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/car-8.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:41	26898/26898	---M--	200	added ('OK')	image/jpeg	etag:%225c7544e8-6912%22	https://demo.kitthemes.com/html/rentnow/assets/images/blog-item-sm-1.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/blog-item-sm-1.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:42	32136/32136	---M--	200	added ('OK')	image/jpeg	etag:%225c7544ee-7d88%22	https://demo.kitthemes.com/html/rentnow/assets/images/blog-item-sm-2.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/blog-item-sm-2.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:42	35914/35914	---M--	200	added ('OK')	image/jpeg	etag:%225c7544ef-8c4a%22	https://demo.kitthemes.com/html/rentnow/assets/images/blog-item-sm-3.jpg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/blog-item-sm-3.jpg	(from https://demo.kitthemes.com/html/rentnow/)
12:16:42	4926/4926	---M--	200	added ('OK')	image/png	etag:%225c754569-133e%22	https://demo.kitthemes.com/html/rentnow/assets/images/payments.png	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/images/payments.png	(from https://demo.kitthemes.com/html/rentnow/)
12:16:43	86926/86926	---M--	200	added ('OK')	application/javascript	etag:%225c754581-1538e%22	https://demo.kitthemes.com/html/rentnow/assets/js/jquery.min.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/js/jquery.min.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:43	20337/20337	---M--	200	added ('OK')	application/javascript	etag:%225c754581-4f71%22	https://demo.kitthemes.com/html/rentnow/assets/js/popper.min.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/js/popper.min.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:43	50731/50731	---M--	200	added ('OK')	application/javascript	etag:%225c7545a1-c62b%22	https://demo.kitthemes.com/html/rentnow/assets/libs/bootstrap/js/bootstrap.min.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/bootstrap/js/bootstrap.min.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:43	44881/44881	---M--	200	added ('OK')	application/javascript	etag:%225c754586-af51%22	https://demo.kitthemes.com/html/rentnow/assets/libs/flatpickr/flatpickr.min.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/flatpickr/flatpickr.min.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:44	2613/2613	---M--	200	added ('OK')	application/javascript	etag:%225c754583-a35%22	https://demo.kitthemes.com/html/rentnow/assets/js/starrr.min.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/js/starrr.min.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:44	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%225c754580-4ef8%22	https://demo.kitthemes.com/html/rentnow/assets/js/jquery.magnific-popup.min.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/js/jquery.magnific-popup.min.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:44	7989/7989	---M--	200	added ('OK')	application/javascript	etag:%225c754582-1f35%22	https://demo.kitthemes.com/html/rentnow/assets/js/scripts.js	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/js/scripts.js	(from https://demo.kitthemes.com/html/rentnow/)
12:16:45	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545ad-1b404%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.eot	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:45	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545ad-1b404%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.eot?	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:45	61336/61336	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545b2-ef98%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.woff2	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:45	71560/71560	---M--	200	added ('OK')	application/font-woff	etag:%225c7545b0-11788%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.woff	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.woff	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:46	111384/111384	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545af-1b318%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.ttf	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:46	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545b3-7a28%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.eot	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:46	599834/599834	---M--	200	added ('OK')	image/svg+xml	etag:%225c7545b2-9271a%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.svg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-brands-400.svg	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:46	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545b3-7a28%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.eot?	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:47	12188/12188	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545b5-2f9c%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.woff2	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.woff2	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:47	14724/14724	---M--	200	added ('OK')	application/font-woff	etag:%225c7545b5-3984%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.woff	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.woff	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:47	31044/31044	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545b4-7944%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.ttf	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.ttf	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:48	104706/104706	---M--	200	added ('OK')	image/svg+xml	etag:%225c7545b4-19902%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.svg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-regular-400.svg	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:48	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545b9-20814%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.eot?	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:48	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545b9-20814%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.eot	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:49	50372/50372	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545bd-c4c4%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.woff2	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.woff2	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:49	63836/63836	---M--	200	added ('OK')	application/font-woff	etag:%225c7545bd-f95c%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.woff	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.woff	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:49	132920/132920	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545bc-20738%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.ttf	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.ttf	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:50	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545c0-da0c%22	https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free.eot?w118d	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free54e9.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/linearicons.css)
12:16:50	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7545c0-da0c%22	https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free.eot?	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Freed41d.eot	(from https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/linearicons.css)
12:16:50	21780/21780	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545c3-5514%22	https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free.woff2?w118d	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free54e9.woff2	(from https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/linearicons.css)
12:16:50	55696/55696	---M--	200	added ('OK')	application/font-woff	etag:%225c7545c2-d990%22	https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free.woff?w118d	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free54e9.woff	(from https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/linearicons.css)
12:16:51	488395/488395	---M--	200	added ('OK')	image/svg+xml	etag:%225c7545b9-773cb%22	https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.svg	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/webfonts/fa-solid-900.svg	(from https://demo.kitthemes.com/html/rentnow/assets/libs/fontawesome/css/fontawesome-all.min.css)
12:16:51	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%225c7545c1-d944%22	https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free.ttf?w118d	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free54e9.ttf	(from https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/linearicons.css)
12:16:51	205847/205847	---M--	200	added ('OK')	image/svg+xml	etag:%225c7545c1-32417%22	https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free.svg?w118d	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/libs/linearicons/fonts/Linearicons-Free54e9.svg	(from https://demo.kitthemes.com/html/rentnow/assets/libs/linearicons/linearicons.css)
12:16:51	8628/8628	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c7544d4-21b4%22	https://demo.kitthemes.com/html/rentnow/assets/fonts/rentnow.eot?3p0q20	C:/Users/venkat/Desktop/car%20rentals/car%20rental/demo.kitthemes.com/html/rentnow/assets/fonts/rentnow98fa.eot	(from https://demo.kitthemes.com/html/rentnow/assets/css/rentnow-icons.css)
